city,text,state,references
Woodland," About 150-200 protesters demonstrated peacefully on the south side of Freeman Park in front of the Yolo County Courthouse on May 31.
Bay Area",California,"['https://www.davisvanguard.org/2020/06/cooler-heads-prevail-barely-in-woodland/', 'https://www.dailydemocrat.com/2020/06/01/generally-peaceful-protest-in-woodland-over-death-of-george-floyd/']"
Berkeley," 3,000-4,000 protesters marched in South Berkeley, on June 6.",California,['https://www.berkeleyside.com/2020/06/06/thousands-take-to-the-streets-of-berkeley-in-peaceful-demonstrations-against-police-killings-of-black-americans']
Castro Valley," Protesters gathered at the intersection of Redwood Road and a driveway leading to an office of the California Highway Patrol. The demonstrators were loud, but there was no violence, vandalism, or looting.",California,['https://sanfrancisco.cbslocal.com/video/4573606-demonstrators-hold-peaceful-but-loud-protest-in-castro-valley/']
Clayton," June 2:  200–300 protesters marched from Concord to downtown Clayton, where they were by police.",California,['https://www.mercurynews.com/2020/06/02/bay-area-protesters-prepare-to-defy-curfew-orders-after-day-of-peaceful-george-floyd-marches/']
Cloverdale, Protests were held at Cloverdale Plaza on May 31.,California,['http://www.sonomawest.com/cloverdale_reveille/news/plaza-protest-stays-peaceful-calls-attention-to-police-brutality/article_7740fd58-a3b7-11ea-b59f-370c685643d6.html']
Concord," June 2:  200–300 protesters marched from Concord to downtown Clayton, where they were by police.",California,['https://www.mercurynews.com/2020/06/02/bay-area-protesters-prepare-to-defy-curfew-orders-after-day-of-peaceful-george-floyd-marches/']
Fremont / Newark," June 2:  Hundreds marched several miles from Newark to the Fremont Police Department.
Protest in Marin City on June 2",California,['https://www.mercurynews.com/bay-areas-george-floyd-protests-keep-spreading-thousands-march-in-fremont-san-franciscos-great-highway']
Marin City and Ross, Protesters marched from downtown Ross to Marin City.,California,['https://patch.com/california/millvalley/hundreds-march-peacefully-marin-city-over-george-floyds-death']
Napa, May 31:  About 300 protesters gathered at Napa County Courthouse and Veterans Memorial Park. A previously scheduled protest was cancelled due to unfounded reports of outside groups threatening to disrupt the rally.,California,['https://napavalleyregister.com/news/local/police-napa-protest-and-march-against-police-violence-ended-peacefully-after-8-hours/article_4f983eb0-1837-533d-9785-8cab88989cea.html']
Oakland," May 30:  hundreds of protesters gathered near the Oakland Police Department headquarters in downtown Oakland. Some protesters set off fireworks and threw bottles at police. Police fired flash-bang grenades and tear gas at the crowd. Many businesses in the area were ransacked or had their windows smashed. Several dozen protesters blocked traffic on Interstate 880, stopping traffic in both directions for about half an hour.",California,"['https://www.kqed.org/news/11821834/bay-area-protests-over-death-of-george-floyd', 'https://www.news.com.au/world/north-america/incredibly-dangerous-officer-killed-in-oakland-as-law-enforcement-struggle-to-control-george-floyd-protests/news-story/d73d46486402586dbbdb1936c7c831fb', 'https://www.sfgate.com/crime/article/Oakland-protests-riots-federal-officer-killed-loot-15305272.php', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_948279d33b76fd1fd30cef225f7c1851', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_7e389532865cb5fc8472ab60f50076bf']"
Petaluma, About 300 people marched from downtown Petaluma to the Sonoma-Marin County Fairgrounds.,California,['https://www.petaluma360.com/news/11001060-181/demonstrators-in-petaluma-protest-george']
Pleasanton,,California,[]
June 7, Hundreds of cars drove in a coordinated loop around Pleasanton in support of the Black Lives Matter movement.,California,[]
Redwood City," June 2:  about 2,000 demonstrated in front of the old San Mateo County Courthouse. Police arrested seven men with guns who said they were trying to defend their property.",California,['https://www.mercurynews.com/bay-areas-george-floyd-protests-keep-spreading-thousands-march-in-fremont-san-franciscos-great-highway']
San Francisco,"
Protest against police brutality outside North Beach police station, San Francisco on June 7",California,[]
Nurses for Racial Justice organized a march for health-care workers from CPMC Van Ness Campus to San Francisco City Hall at 7,45pm. Another march to San Francisco Police Headquarters occurred earlier in the day. A third group of skateboarders protested at a rally called Bomb Hills 4 Black Lives at Justin Herman Plaza.,California,['https://www.sfchronicle.com/bayarea/article/Nurses-lay-outside-San-Francisco-City-Hall-call-15334815.php']
San Francisco Peninsula," Hundreds of protesters marched through Menlo Park, Palo Alto and East Palo Alto on June 1. In the morning, people knelt on the lawn for nine minutes at Burgess Park and listened to speakers including Menlo Park's first African-American female mayor before marching to El Camino Park. Picketers blocked lanes on US Route 101 and the Oregon Expressway. Fireworks hit a patrol car but the officer was not injured. About 150 demonstrators marched to Mark Zuckerberg's home and stayed briefly.
Protest in San Jose on June 7",California,['https://paloaltoonline.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd']
San Jose," On May 29, hundreds of protesters blocked traffic on Highway 101, then marched to City Hall.",California,"['https://www.kqed.org/news/11821834/bay-area-protests-over-death-of-george-floyd', 'https://www.nbcbayarea.com/news/local/demonstrations-in-bay-area-over-george-floyds-death/2298701/', 'https://www.nbcbayarea.com/news/local/demonstrations-in-bay-area-over-george-floyds-death/2298701/', 'https://www.facebook.com/ESJishome/posts/1138643379827951', 'https://www.kqed.org/news/11821834/bay-area-protests-over-death-of-george-floyd', 'https://www.mercurynews.com/2020/05/31/lets-get-this-motherf-ker-san-jose-officers-viral-protest-comments-draw-wide-condemnation/', 'https://www.sanjoseinside.com/news/thousands-demand-firing-of-san-jose-cop-filmed-antagonizing-swearing-at-protesters/', 'https://abc7news.com/sj-police-officer-under-investigation-for-behavior-during-protests/6224192/', 'https://abc7news.com/society/exclusive-man-who-helped-injured-officer-in-sj-protest-later-shot-with-rubber-bullet-/6226298/', 'https://www.fox23.com/news/trending/george-floyd-protests-san-jose-police-fire-rubber-bullets-own-bias-trainer-rupture-his-testicle/K5HUBNAHTJERPBKA2CVC2B5LRU/', 'https://www.fox23.com/news/trending/george-floyd-protests-san-jose-police-fire-rubber-bullets-own-bias-trainer-rupture-his-testicle/K5HUBNAHTJERPBKA2CVC2B5LRU/', 'https://abc7news.com/man-who-trains-san-jose-police-about-bias-severely-injured-by-riot-gun-during-protest/6234212/', 'https://member.everbridge.net/453003085615038/notif']"
San Leandro," Between 73 and 100 cars were stolen from a Chrysler Dodge Jeep Ram auto dealer on Sunday, June 1, 2020. Some of the sports cars cost as much as $60,000.",California,['https://www.sfchronicle.com/crime/article/Clothes-Electronics-Sports-cars-Looters-wreak-15312322.php']
San Mateo, A peaceful protest led by high school students attracted hundreds of participants took place on June 3.,California,"['https://www.kron4.com/news/george-floyd-protests/hundreds-protest-death-of-george-floyd-outside-san-mateo-city-hall/', 'https://www.kron4.com/news/george-floyd-protests/hundreds-protest-death-of-george-floyd-outside-san-mateo-city-hall/']"
San Rafael, Protesters lined up along Third Street in the North Bay on May 31. Passing drivers honked in encouragement.,California,['https://www.kron4.com/news/bay-area/george-floyd-protest-held-in-downtown-san-rafael/']
San Ramon, June 3:  Hundreds of protesters marched from Valley View Park to San Ramon City Hall.,California,['https://danvillesanramon.com/news/2020/06/03/san-ramon-residents-take-to-the-streets-in-mass-demonstration-against-racism-police-brutality']
Santa Clara," On June 5, a crowd of about 200 protesters gathered at Santa Clara City Hall. They held a two-minute moment of silence for Breonna Taylor.",California,['https://www.svvoice.com/intimate-black-lives-matter-protest-held-in-santa-clara/']
Santa Rosa," On May 30, up to 500 protesters marched from downtown Santa Rosa to Mendocino Avenue, towards the Sonoma County Jail.",California,"['https://www.pressdemocrat.com/news/10999648-181/hundreds-gather-at-old-courthouse%3fview=AMP', 'http://www.pressdemocrat.com/news/11000694-181/late-night-protesters-damage-downtown-santa%3fview=AMP', 'https://www.pressdemocrat.com/news/11007434-181/police-more-than-75-arrested', 'https://sanfrancisco.cbslocal.com/2020/06/04/santa-rosa-teen-arrested-for-allegedly-driving-truck-into-george-floyd-demonstration/', 'https://www.ksro.com/2020/05/31/protestors-for-floyd-in-santa-rosa/', 'https://www.pressdemocrat.com/news/11005880-181/anger-concern-mount-over-santa']"
Sebastopol, There were about 200 protesters in downtown Sebastopol on June 3.,California,['http://www.sonomawest.com/sonoma_west_times_and_news/news/peaceful-protest-in-honor-of-george-floyd-in-downtown-sebastopol/article_9c7ae81a-a60d-11ea-9c93-cf3d840aef62.html']
Vacaville, June 1:  Hundreds of protesters gathered at city hall.,California,['https://www.thereporter.com/hundreds-gather-outside-city-hall-to-peacefully-protest-police-brutality']
Vallejo, About 100 protesters marched from Wilson Park to the Vallejo Police Department station on May 28.,California,['https://www.timesheraldonline.com/2020/05/28/about-100-march-to-vallejo-police-station-to-protest-floyd-death/']
Walnut Creek," June 1:  A few hundred protesters attempting to walk onto I-680 were almost immediately met with tear gas, rubber bullets and dogs.
Southern California",California,['https://www.mercurynews.com/bay-area-protesters-gather-for-fifth-day-of-george-floyd-demonstrations']
Bakersfield, Hundreds of protesters blocked traffic on Truxtun Avenue. 10 people were arrested.,California,"['https://www.bakersfield.com/news/breaking/massive-protest-erupts-in-downtown-bakersfield/article_e40422ec-a224-11ea-8442-43b66143d944.html', 'https://www.kget.com/news/local-news/bakersfield-police-make-10-arrests-in-friday-night-protests-over-death-of-george-floyd/', 'https://www.kget.com/news/local-news/bakersfield-police-arrest-man-accused-of-driving-through-crowd-protesters-striking-girl/']"
Calexico, June 2:  Hundreds of protesters gathered in front of the Imperial County Courthouse.,California,['https://calexicochronicle.com/2020/06/imperial-valley-news/blm-peaceful-protest-takes-place-at-courthouse/']
El Centro, June 1:  Businesses shut down in anticipation of a planned George Floyd protest.,California,['https://kyma.com/news/imperial-county/2020/06/01/el-centro-braces-for-george-floyd-protests/']
Ridgecrest," Between May 31, 2020 and June 2, 2020, as many as 65 protesters gather. June 2 had the largest protest with at least 65 demonstrators attending. On this day, signs were held during the protest, and music from Michael Jackson and reggae were played during the event.",California,['https://www.ridgecrestca.com/news/20200602/ridgecrest-sees-three-protests-in-three-days']
San Luis Obispo," June 1:  Hundreds of protesters gathered at Mission Plaza and marched through downtown. After protesters blocked the road, the gathering was declared unlawful. Several protesters were arrested, and after a line of police moved towards downtown, most of the protesters dispersed.",California,['https://www.ksby.com/news/local-news/officers-kneel-with-protesters-in-san-luis-obispo']
Visalia," May 30:  At around 3pm, the protest was interrupted by a Jeep flying an American flag and a Keep America Great flag which drove into protesters, hitting two.
Los Angeles County",California,['https://www.fresnobee.com/news/local/article243128101.html']
Alhambra, June 4:  About 200 residents marched from Almansor Park to Alhambra City Hall.,California,['https://www.alhambrasource.org/story/protests-death-george-floyd-support-black-lives-matter-curfew']
Altadena," On June 6, hundreds of demonstrators gathered in Charles White Park in Altadena to protest the death of George Floyd at the hands of Minneapolis police officers and other acts of police brutality.",California,['https://www.pasadenastarnews.com/2020/06/06/hundreds-gather-in-altadena-to-protest-against-police-brutality/']
