date,city_st,urls,collection
06/02/2020,"Kingman, AZ",['https://kdminer.com/news/2020/jun/02/locomotive-park-protest-peaceful-protesters-demons/'],New York Times
06/02/2020,"Oak Ridge, TN",['https://www.wvlt.tv/content/news/Hundreds-gather-for-peaceful-protest-in-Oak-Ridge-570965291.html'],New York Times
06/02/2020,"Truckee, CA",['https://www.sfgate.com/living-in-sf/slideshow/Peaceful-protests-in-Lake-Tahoe-towns-203261.php'],New York Times
06/02/2020,"Overland Park, KS",['https://www.kctv5.com/news/local_news/protesting-continues-for-a-fifth-day-in-kansas-city/article_c3cda38a-a536-11ea-a504-6747763d5b29.html'],New York Times
06/02/2020,"Redding, CA",['https://www.redding.com/story/news/2020/06/02/preparation-underway-reddings-california-march-justice-george-floyd-march-protest-black-lives-matter/3122906001/'],New York Times
06/02/2020,"Kent, OH",['https://www.record-courier.com/news/20200530/dozens-join-peaceful-protest-in-downtown-kent'],New York Times
06/02/2020,"Frostburg, MD",['https://www.times-news.com/news/photos-video-protesters-take-to-street-in-frostburg/article_9428c604-a4f1-11ea-b55c-bf75760ca8cb.html'],New York Times
06/02/2020,"Manhattan, KS",['https://themercury.com/news/peaceful-protest/video_6d6242fb-46a1-58bc-8b73-165bca701f2f.html'],New York Times
06/02/2020,"Haines, AK",['https://khns.org/vigils-for-george-floyd-spark-conversation-about-racism-in-haines-and-skagway'],New York Times
06/02/2020,"Placerville, CA",['https://www.mtdemocrat.com/news/peaceful-demonstration-plays-out-in-placerville/'],New York Times
06/02/2020,"Bellingham, WA",['https://www.bellinghamherald.com/news/local/article243223466.html'],New York Times
06/02/2020,"Harvard, NE",['https://journalstar.com/news/state-and-regional/nebraska/we-won-t-allow-that-foolishness-in-our-small-town-in-the-heart-of-nebraska/article_0e29250f-d359-514d-9eed-d01e051216de.html'],New York Times
06/02/2020,"Rapid City, SD",['https://www.kotatv.com/content/news/Downtown-Rapid-City-ends-with-peace-570946141.html'],New York Times
06/02/2020,"Quincy, CA",['https://quincy.wickedlocal.com/photogallery/WL/20200603/NEWS/602009984/PH/1'],New York Times
06/02/2020,"Peachtree City, GA",['https://thecitizen.com/2020/06/02/large-group-holds-solidarity-protest-in-ptc/'],New York Times
06/02/2020,"West Chester, PA",['https://www.dailylocal.com/news/hundreds-attend-west-chester-blm-peaceful-protest/article_a0326f96-a50e-11ea-a64c-b3f96335d3bb.html'],New York Times
06/02/2020,"Poulsbo, WA",['https://www.kitsapsun.com/story/news/2020/05/31/kitsap-joins-nationwide-call-justice-police-killings/5305147002/'],New York Times
06/02/2020,"Salida, CO",['https://arkvalleyvoice.com/salida-residents-turn-out-for-black-lives-matter-protest/'],New York Times
06/02/2020,"Freehold Township, NJ",['https://patch.com/new-jersey/freehold/freehold-floyd-protest-grows-tense-hear-what-we-have-say'],New York Times
06/02/2020,"Galesburg, IL",['https://www.galesburg.com/news/20200530/george-floyd-protest-draws-over-200'],New York Times
06/02/2020,"Logan, UT",['https://www.hjnews.com/news/local/dozens-in-logan-protest-police-brutality-lcpd-donates-pizza-drinks/article_96a42eeb-c0a3-5af4-bb6a-b9b2b670e8ca.html'],New York Times
06/02/2020,"Bethesda, MD",['https://www.fox5dc.com/news/everyone-thinks-bethesda-doesnt-care-hundreds-of-montgomery-county-residents-protest-tuesday'],New York Times
06/02/2020,"Montrose, CO",['https://www.montrosepress.com/news/residents-gather-in-montrose-for-second-day-of-protests-of-floyd-killing-racial-injustice/article_a59ac394-a5b2-11ea-a400-938d2a91d6bd.html'],New York Times
06/02/2020,"Blacksburg, VA",['https://www.wsls.com/news/local/2020/06/01/hundreds-march-in-blacksburg-for-peaceful-protest-against-police-brutality/'],New York Times
06/02/2020,"Columbus, NE",['https://plattevalley.newschannelnebraska.com/story/42202803/protesters-begin-to-gather-in-columbus'],New York Times
06/02/2020,"Long Beach, NY",['http://longisland.news12.com/story/42202648/hundreds-turn-out-to-george-floyd-protests-in-long-beach-freeport'],New York Times
06/02/2020,"Madison, WI",['https://madison.com/wsj/news/local/crime-and-courts/groups-shut-down-beltline-weather-storm-to-protest-george-floyds-death/article_8a387498-a9cd-5987-ae16-88fdf4d5edaa.html'],New York Times
06/02/2020,"Great Bend, KS",['https://www.gbtribune.com/news/local-news/peaceful-protesters-say-black-lives-matter/'],New York Times
06/02/2020,"Tualatin, OR",['https://www.kgw.com/article/news/local/protests/protesters-march-for-george-floyd-in-tualatin/283-ccb6f24e-9105-4deb-aa1d-f612f81655ed'],New York Times
06/02/2020,"New Providence, NJ",['https://www.tapinto.net/towns/new-providence/articles/younger-generation-given-a-voice-in-peaceful-march-in-new-providence'],New York Times
06/02/2020,"Sylva, NC",['https://www.newsbreak.com/north-carolina/sylva/news/0PE3VnDO/sylva-protesters-march-in-solidarity-with-black-lives-matter'],New York Times
06/02/2020,"West Hartford, CT",['https://www.wtnh.com/news/connecticut/hartford/ride-for-unity-protest-in-west-hartford-sparks-conversation-around-how-to-prevent-police-brutality-create-real-change/'],New York Times
06/02/2020,"Stephenville, TX",['https://theflashtoday.com/2020/06/03/photos-peaceful-protest-in-stephenville/'],New York Times
06/02/2020,"Sheboygan, WI",['https://www.sheboyganpress.com/story/news/2020/06/02/sheboygan-george-floyd-protests-more-than-100-gather-largest-yet/3129868001/'],New York Times
06/02/2020,"Flower Mound, TX",['https://www.crosstimbersgazette.com/2020/06/03/flower-mound-residents-come-together-to-rally-for-black-lives/'],New York Times
06/02/2020,"Lebanon, KY",['https://www.lebanonenterprise.com/content/black-lives-matter-0'],New York Times
06/02/2020,"Braselton, GA",['https://www.gainesvilletimes.com/news/public-safety/we-have-stay-together-braselton-rally-sends-message-unity/'],New York Times
06/02/2020,"Enid, OK",['https://www.enidnews.com/news/updated-protesters-march-in-downtown-enid-in-reaction-to-george-floyds-death/article_c7fc818c-a4fb-11ea-a245-3f94124efa42.html'],New York Times
06/02/2020,"Chico, CA",['https://www.chicoer.com/2020/06/03/about-200-people-turn-out-for-peaceful-protest-in-chico/'],New York Times
06/02/2020,"East Lansing, MI",['https://www.lansingstatejournal.com/story/news/2020/06/02/protest-against-excessive-force-planned-east-lansing/3122559001/'],New York Times
06/02/2020,"Charleston, SC",['https://www.counton2.com/news/local-news/charleston-county-news/daylight-reveals-damage-after-peaceful-protests-turned-violent-in-downtown-charleston-overnight-saturday/'],New York Times
06/02/2020,"Summit, NJ",['https://www.tapinto.net/towns/new-providence/articles/powerful-and-peaceful-crowd-of-1-500-plus-gathers-in-summit-to-protest-for-racial-equality-justice-9'],New York Times
06/02/2020,"Ashland, AL",['https://www.wbrc.com/2020/06/02/peaceful-protest-held-ashland/'],New York Times
06/02/2020,"Fraser, CO",['https://www.skyhinews.com/news/grand-gathers-in-support-of-george-floyd/'],New York Times
06/02/2020,"Somers Point, NJ",['https://www.nj.com/cape-may-county/2020/06/people-march-peacefully-with-police-during-daytime-protests-in-nj-towns.html'],New York Times
06/02/2020,"McMinnville, OR",['https://newsregister.com/article?articleTitle=hundreds-attend-floyd-community-discussion-and-vigil--1591120571--37298--&fbclid=IwAR2tOYguk7YZmtgDZOCt7gTXhDNl_sNlj92RkvCN7MRYyWlnV2p-a9iNg_g'],New York Times
06/02/2020,"Santee, CA",['https://www.kpbs.org/news/2020/jun/03/la-mesa-protest-riots-fires-police-george-floyd/'],New York Times
06/02/2020,"Roseville, CA",['https://www.kcra.com/article/people-rally-in-roseville-2-days-in-a-row-for-floyd-protests/32747853'],New York Times
06/02/2020,"Warren, MI",['https://www.detroitnews.com/story/news/local/macomb-county/2020/06/02/protesters-warren-against-police-brutality/3130383001/'],New York Times
06/02/2020,"Princeton, NJ",['https://planetprinceton.com/2020/06/02/photos-thousands-pack-the-streets-of-princeton-to-protest-racism-and-police-brutality/'],New York Times
06/02/2020,"Forest Grove, OR",['https://pamplinmedia.com/fgnt/36-news/468974-379685-forest-grove-residents-rally-for-change'],New York Times
06/02/2020,"Bishop, CA",['https://www.sierrawave.net/black-lives-matter-protest-was-loud-energetic-and-full-of-youthful-enthusiasm/'],New York Times
06/02/2020,"Claremore, OK",['https://www.claremoreprogress.com/news/this-is-what-community-looks-like-teen-activist-leads-peaceful-protest-through-claremore/article_6ced327c-a53d-11ea-aebb-4b56bdc88774.html'],New York Times
06/02/2020,"Des Moines, IA","['https://www.kcci.com/article/peaceful-protest-turns-to-violence-and-vandalism-in-des-moines/32718454', 'https://www.kcci.com/article/the-latest-a-timeline-of-des-moines-demonstrations-after-george-floyds-death/32720217#']",New York Times
06/02/2020,"Dekalb, IL",['https://www.daily-chronicle.com/2020/05/30/i-know-its-a-tragedy-but-theres-love-behind-this-black-lives-matter-rallies-downtown/asbxvh0/'],New York Times
06/02/2020,"Ridgecrest, CA",['https://www.ridgecrestca.com/news/20200602/ridgecrest-sees-three-protests-in-three-days'],New York Times
06/02/2020,"Cleburne, TX",['https://www.cleburnetimesreview.com/news/stronger-together-cleburne-protestors-determined-peaceful/article_1f7faa9a-a503-11ea-82b2-4780aad57423.html'],New York Times
06/02/2020,"DeLand, FL",['https://www.beacononlinenews.com/news/keeping-the-peace-agitating-for-change-protests-in-deland/article_4bdd73da-a5dd-11ea-b6f8-9f971696c9ed.html'],New York Times
06/02/2020,"Shirley, NY",['http://longisland.news12.com/story/42199335/police-2-arrested-in-large-protest-that-closed-roads-in-shirley'],New York Times
06/02/2020,"Newton, NC",['https://www.wbtv.com/2020/06/02/police-chief-greets-community-george-floyd-protest-goes-newton-nc/'],New York Times
06/02/2020,"Hailey, ID",['https://www.ktvb.com/article/news/local/police-chief-kneels-hailey-officers-georg-floyd-protest-idaho/277-48348cdb-517c-433e-af33-fe5a37f3026a'],New York Times
06/02/2020,"Folsom, CA",['https://goldcountrymedia.com/news/174720/folsom-protestors-stand-in-solidarity-for-peaceful-demonstrations/'],New York Times
06/02/2020,"Rancho Santa Margarita, CA",['https://www.ocregister.com/2020/06/02/demonstrators-chant-carry-placards-in-downtown-brea-in-protest-of-the-killing-of-george-floyd/'],New York Times
06/02/2020,"Fort Bragg, CA",['https://www.advocate-news.com/2020/06/03/students-lead-black-lives-matter-protest-downtown/'],New York Times
06/02/2020,"Tarrytown, NY",['https://thehudsonindependent.com/hundreds-line-broadway-in-tarrytown-protest/'],New York Times
06/02/2020,"McKinney, TX",['https://www.wfaa.com/article/news/local/over-200-people-participate-youth-led-protest-mckinney/287-675ad69a-ea6f-4015-9ca4-a48fc35355ec'],New York Times
06/02/2020,"Norwich, CT",['https://www.theday.com/local-news/20200602/hundreds-protest-in-norwich-mystic-on-tuesday'],New York Times
06/02/2020,"New Braunfels, TX",['http://herald-zeitung.com/community_alert/article_4d15f20e-a538-11ea-927a-7f704516952b.html'],New York Times
06/02/2020,"Denton, TX",['https://dentonrc.com/news/denton/denton-protesters-gather-on-square-for-second-night-this-time-with-a-curfew/article_783c9d9f-4513-5406-a3d9-1bc8f6c7fb86.html'],New York Times
06/02/2020,"Minneapolis, MN",['https://www.cbsnews.com/live-updates/george-floyd-death-protests-minneapolis-2020-05-30/'],New York Times
06/02/2020,"Arkadelphia, AR",['https://www.hotsr.com/news/2020/jun/04/arkadelphia-united-protesters-hold-marc/'],New York Times
06/02/2020,"Yucaipa, CA",['https://www.sbsun.com/2020/06/02/demonstrators-in-yucaipa-to-protest-george-floyds-death/'],New York Times
06/02/2020,"Moses Lake, WA",['https://www.columbiabasinherald.com/news/2020/jun/03/impromptu-protests-appear-in-moses-lake-2/'],New York Times
06/02/2020,"Bridgehampton, NY",['https://www.27east.com/southampton-press/hundreds-of-protesters-shut-down-montauk-highway-in-bridgehampton-1703653/'],New York Times
06/02/2020,"Yorba Linda, CA",['https://www.latimes.com/socal/daily-pilot/entertainment/story/2020-06-03/a-rare-progressive-protest-in-the-middle-of-conservative-yorba-linda'],New York Times
06/02/2020,"Chandler, AZ",['https://www.12news.com/article/news/community/chandler-police-officer-seen-handing-out-water-to-protesters/75-6207e34b-ded0-4b56-8c06-756ad8ada6d5'],New York Times
06/02/2020,"Quincy, MA",['https://www.patriotledger.com/news/20200602/thousands-gather-in-quincy-center-to-protest-march'],New York Times
06/02/2020,"Pensacola, FL",['https://www.pnj.com/story/news/2020/05/29/pensacola-florida-protest-of-george-floyd-death-gathered-graffiti-bridge/5282792002/'],New York Times
06/02/2020,"La Quinta, CA",['https://www.desertsun.com/story/news/local/2020/06/03/rally-underway-rancho-mirage-string-desert-protests-continue/3139176001/'],New York Times
06/02/2020,"Clarksville, TN",['https://www.theleafchronicle.com/story/news/local/clarksville/2020/05/30/george-floyd-killing-protest-clarksville-draws-over-200-people/5294407002/'],New York Times
06/02/2020,"Highland Park, NJ",['https://www.mycentraljersey.com/story/news/local/2020/06/03/george-floyd-nj-protesters-march-his-honor-highland-park/3132244001/'],New York Times
06/02/2020,"Alpharetta, GA",['https://www.northfulton.com/alpharetta_roswell/gallery-george-floyd-protests-in-downtown-alpharetta/collection_5e48515e-a50e-11ea-b450-0f7bf6ad74ee.html'],New York Times
06/02/2020,"Chattanooga, TN",['https://newschannel9.com/news/local/protesters-gather-on-frazier-avenue-in-chattanooga-saturday-evening-cpd-on-scene'],New York Times
06/02/2020,"Hamden, CT",['https://www.nhregister.com/news/article/Hamden-Islamic-Center-calls-for-unity-in-march-15312386.php'],New York Times
06/02/2020,"Auburn, WA",['https://auburnexaminer.com/auburn-blm-protest-follow-up/'],New York Times
06/02/2020,"Monticello, AR",['https://www.mymonticellonews.net/news/community-comes-together-historic-rally'],New York Times
06/02/2020,"Frederick, MD",['https://www.fredericknewspost.com/news/crime_and_justice/protesters-in-downtown-frederick-call-for-justice-for-george-floyd/article_272227ed-37a6-5f49-9392-1c671ccd68c8.html'],New York Times
06/02/2020,"Montrose, GA",['https://www.montrosepress.com/news/residents-gather-in-montrose-for-second-day-of-protests-of-floyd-killing-racial-injustice/article_a59ac394-a5b2-11ea-a400-938d2a91d6bd.html'],New York Times
06/02/2020,"Oklahoma City, OK",['https://oklahoman.com/article/5663772/demonstrators-rally-in-okc-for-fourth-night'],New York Times
06/02/2020,"Rockford, IL",['https://wrex.com/2020/05/31/clean-up-begins-after-protests-in-rockford/'],New York Times
06/02/2020,"Annapolis, MD",['https://baltimore.cbslocal.com/2020/06/02/george-floyd-death-hundreds-of-demonstrators-protest-in-annapolis-across-maryland-tuesday/'],New York Times
06/02/2020,"Plano, TX","['https://communityimpact.com/dallas-fort-worth/plano/public-safety/2020/06/02/this-is-history-hundreds-march-in-plano-to-make-their-voices-heard/', 'https://starlocalmedia.com/planocourier/plano-students-hold-peaceful-march-against-police-brutality/article_48c21608-a522-11ea-9c44-e307577f2351.html']",New York Times
06/02/2020,"Newnan, GA",['https://times-herald.com/news/2020/05/protests-over-floyd-arbery-deaths-in-downtown-newnan'],New York Times
06/02/2020,"Alexandria, VA",['https://alexandrialivingmagazine.com/vigil-to-endwhitesilence-alexandria-va/'],New York Times
06/02/2020,"Tallahassee, FL",['https://www.tallahassee.com/story/news/2020/05/30/protests-erupt-tallahassee-after-minneapolis-local-police-involved-shootings/5291951002/'],New York Times
06/02/2020,"Redmond, WA",['https://twitter.com/Clairemmong/status/1267996177418481664?s=20'],New York Times
06/02/2020,"Plant City, FL",['https://www.abcactionnews.com/news/region-hillsborough/protesters-take-to-tampa-bay-streets-in-wake-of-george-floyds-death-june-2'],New York Times
06/02/2020,"Parsippany, NJ",['https://www.dailyrecord.com/story/news/2020/06/02/parsippany-activists-want-peaceful-protest-george-floyd/3125095001/'],New York Times
06/02/2020,"Syracuse, NY","['https://www.syracuse.com/crime/2020/05/how-george-floyd-protests-in-syracuse-went-from-peaceful-to-chaotic.html', 'https://www.syracuse.com/news/2020/05/syracuse-protests-live-updates-demonstrators-ignore-curfew-standoff-with-police.html']",New York Times
06/02/2020,"Nacogdoches, TX",['https://www.ktre.com/2020/06/02/community-members-protest-police-brutality-outside-stephen-f-austin/'],New York Times
06/02/2020,"Little Elm, TX",['https://starlocalmedia.com/littleelmjournal/news/protests-in-little-elm-peaceful-so-far/article_51eb1f8c-a5f3-11ea-b5e5-d358411dfb6a.html'],New York Times
